N° ocorrência;Data;Matrícula;Classificação;Tipo;Localidade;UF;Aeródromo;Operação;Status
84465;09/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;MARINGÁ;PR;SBMG;***;FINALIZADA
84413;09/04/2024;PPJLL;INCIDENTE;AERÓDROMO;XINGUARA;PA;SWSX;PRIVADA;FINALIZADA
84381;09/04/2024;PRSDU;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
84371;09/04/2024;PRGEJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;***;REGULAR;FINALIZADA
84254;09/04/2024;PSNSB;ACIDENTE;PERDA DE CONTROLE EM VOO;IPIRANGA DO NORTE;MT;***;AGRÍCOLA;ATIVA
84521;08/04/2024;PSGPH;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84518;08/04/2024;PRGOR;INCIDENTE;COLISÃO COM AVE;PELOTAS;RS;SBPK;REGULAR;FINALIZADA
84517;08/04/2024;PRGXC;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84514;08/04/2024;PTXPC;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
84509;08/04/2024;PRYSH;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
84502;08/04/2024;PRMHW;INCIDENTE;COLISÃO COM AVE;JUAZEIRO DO NORTE;CE;SBJU;REGULAR;FINALIZADA
84501;08/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;CUIABÁ;MT;SBCY;***;FINALIZADA
84401;08/04/2024;PRATV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84377;08/04/2024;PRYRS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84375;08/04/2024;PRPJN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
84374;08/04/2024;PRATV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84516;07/04/2024;PRVBQ;INCIDENTE;COLISÃO COM AVE;PELOTAS;RS;SBPK;REGULAR;FINALIZADA
84511;07/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;CURITIBA;PR;SBCT;***;FINALIZADA
84510;07/04/2024;PRTYN;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
84505;07/04/2024;PRINF;INCIDENTE;COLISÃO COM AVE;BOITUVA;SP;****;PRIVADA;FINALIZADA
84504;07/04/2024;PRMBV;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
84503;07/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBMT;***;FINALIZADA
84500;07/04/2024;PRMYK;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84499;07/04/2024;PTTMC;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
84462;07/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;***;FINALIZADA
84454;07/04/2024;PRTYQ;INCIDENTE;COLISÃO COM AVE;UBERLÂNDIA;MG;SBUL;REGULAR;FINALIZADA
84581;06/04/2024;PRYRW;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84543;06/04/2024;PRSDQ;INCIDENTE;COLISÃO COM FAUNA;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84538;06/04/2024;PRMAK;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
84535;06/04/2024;PTMXJ;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84513;06/04/2024;PRPDZ;INCIDENTE;COLISÃO COM AVE;PRESIDENTE PRUDENTE;SP;SBDN;REGULAR;FINALIZADA
84512;06/04/2024;PRXBH;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84508;06/04/2024;PSAEM;INCIDENTE;COLISÃO COM AVE;APARECIDA DE GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
84507;06/04/2024;PRAQK;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84506;06/04/2024;PRGXE;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84498;06/04/2024;LVKEJ;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84474;06/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;CORUMBÁ;MS;SBCR;***;FINALIZADA
84469;06/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;MACEIÓ;AL;SBMO;***;FINALIZADA
84467;06/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;MACEIÓ;AL;SBMO;***;FINALIZADA
84455;06/04/2024;PTWOS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO GABRIEL DA CACHOEIRA;AM;SBUA;NÃO REGULAR;FINALIZADA
84367;06/04/2024;PRSDF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84366;06/04/2024;PRSDM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;***;REGULAR;FINALIZADA
84360;06/04/2024;PRYRY;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84353;06/04/2024;PRYXB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84600;05/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;PELOTAS;RS;SBPK;***;FINALIZADA
84579;05/04/2024;PRYSF;INCIDENTE;COLISÃO COM AVE;PARAUAPEBAS;PA;SBCJ;REGULAR;FINALIZADA
84536;05/04/2024;PRXBH;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DO RIO PRETO;SP;SBSR;REGULAR;FINALIZADA
84468;05/04/2024;PRXBG;INCIDENTE;COLISÃO COM AVE;TERESINA;PI;SBTE;REGULAR;FINALIZADA
84458;05/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;TERESINA;PI;SBTE;***;FINALIZADA
84457;05/04/2024;N29978;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84456;05/04/2024;PSGPP;INCIDENTE;COLISÃO COM FAUNA;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84452;05/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BAYEUX;PB;SBJP;***;FINALIZADA
84451;05/04/2024;PRVBQ;INCIDENTE;COLISÃO COM AVE;NAVEGANTES;SC;SBNF;REGULAR;FINALIZADA
84379;05/04/2024;PRXMO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84373;05/04/2024;PRMYJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO BRANCO;AC;SBRB;REGULAR;FINALIZADA
84368;05/04/2024;PRMYH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FOZ DO IGUAÇU;PR;***;REGULAR;FINALIZADA
84460;04/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;SÃO GONÇALO DO AMARANTE;RN;SBSG;***;FINALIZADA
84453;04/04/2024;PPCTU;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;***;FINALIZADA
84450;04/04/2024;PRMHP;INCIDENTE;COLISÃO COM AVE;MONTES CLAROS;MG;SBMK;REGULAR;FINALIZADA
84400;04/04/2024;PRMBV;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
84359;04/04/2024;PRAKC;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84357;04/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;***;FINALIZADA
84347;04/04/2024;PRXML;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
84346;04/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;***;FINALIZADA
84345;04/04/2024;PRMHM;INCIDENTE;COLISÃO COM AVE;PETROLINA;PE;SBPL;REGULAR;FINALIZADA
84459;03/04/2024;PTTMT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
84388;03/04/2024;PTTMT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
84382;03/04/2024;PTMXO;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84362;03/04/2024;PRAQN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
84361;03/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;***;FINALIZADA
84348;03/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;***;FINALIZADA
84342;03/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;PETROLINA;PE;SBPL;***;FINALIZADA
84327;03/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BAYEUX;PB;SBJP;***;FINALIZADA
84285;03/04/2024;PSJFV;INCIDENTE;COLISÃO COM FAUNA;APARECIDA DE GOIÂNIA;GO;SBGO;PRIVADA;FINALIZADA
84255;03/04/2024;PUVRB;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PONTE ALTA DO NORTE;SC;****;EXPERIMENTAL;ATIVA
84147;03/04/2024;PTFSP;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;FORMOSA DO RIO PRETO;BA;SIZC;AGRÍCOLA;ATIVA
84461;02/04/2024;PRYYJ;INCIDENTE;TURBULÊNCIA;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
84369;02/04/2024;PRAXF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;***;REGULAR;FINALIZADA
84351;02/04/2024;PRAXN;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84350;02/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;***;FINALIZADA
84326;02/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;BAYEUX;PB;SBJP;***;FINALIZADA
84325;02/04/2024;PRXMO;INCIDENTE;COLISÃO COM AVE;PARAUAPEBAS;PA;SBCJ;REGULAR;FINALIZADA
84299;02/04/2024;N942AV;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84294;02/04/2024;PRCCT;INCIDENTE;COLISÃO COM AVE;APARECIDA DE GOIÂNIA;GO;SBGO;PRIVADA;FINALIZADA
84274;02/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBMT;***;FINALIZADA
84268;02/04/2024;PRMYC;INCIDENTE;COLISÃO COM AVE;PETROLINA;PE;SBPL;REGULAR;FINALIZADA
84267;02/04/2024;PRGYD;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;***;REGULAR;FINALIZADA
84220;02/04/2024;PTHNT;ACIDENTE;PERDA DE CONTROLE EM VOO;PARÁ DE MINAS;MG;SNPA;INSTRUÇÃO;ATIVA
84389;01/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;BAYEUX;PB;SBJP;***;FINALIZADA
84378;01/04/2024;PRVFA;INCIDENTE;CONTATO ANORMAL COM A PISTA;CAMPINAS;SP;SDAM;PRIVADA;FINALIZADA
84372;01/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;***;FINALIZADA
84358;01/04/2024;PRYJF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
84354;01/04/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBMT;***;FINALIZADA
84282;01/04/2024;PSLBG;INCIDENTE;COLISÃO COM FAUNA;APARECIDA DE GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
84146;01/04/2024;PSSRB;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;ÁGUA AZUL DO NORTE;PA;***;PRIVADA;ATIVA
84145;01/04/2024;PTGFH;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE, PERDA DE CONTROLE EM VOO;CATALÃO;GO;***;AGRÍCOLA;ATIVA
84142;01/04/2024;PRYYI;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84140;01/04/2024;PSLBG;INCIDENTE;COLISÃO COM AVE;CAMPO GRANDE;MS;SBCG;REGULAR;FINALIZADA
84116;01/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;BAYEUX;PB;SBJP;***;FINALIZADA
84113;01/04/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;RECIFE;PE;SBRF;***;FINALIZADA
84365;31/03/2024;PRYYJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBCT;REGULAR;FINALIZADA
84141;31/03/2024;PRMYI;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
84139;31/03/2024;PRDDN;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
84138;31/03/2024;PTMXH;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
84133;31/03/2024;PSAEQ;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
84132;31/03/2024;PRSTV;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;TÁXI AÉREO;FINALIZADA
84105;31/03/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;BELÉM;PA;SBBE;***;FINALIZADA
84136;30/03/2024;PRYYH;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
84135;30/03/2024;PRMYQ;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
84134;30/03/2024;PRYJF;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
84131;30/03/2024;PSLBC;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
84117;30/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;***;FINALIZADA
84114;30/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;***;FINALIZADA
84231;29/03/2024;PSEJR;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;NOVA IGUAÇU DE GOIÁS;GO;****;PRIVADA;ATIVA
84137;29/03/2024;PSGPF;INCIDENTE;COLISÃO COM AVE;TERESINA;PI;SBTE;REGULAR;FINALIZADA
84130;29/03/2024;PRMBA;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
84128;29/03/2024;PRXBO;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84127;29/03/2024;PRYSF;INCIDENTE;COLISÃO COM AVE;IMPERATRIZ;MA;SBIZ;REGULAR;FINALIZADA
84112;29/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;***;FINALIZADA
84106;29/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;***;FINALIZADA
84100;29/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;***;FINALIZADA
84089;29/03/2024;PRAXS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
84355;28/03/2024;PTUQB;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;NOVA MUTUM;MT;ZZZZ;PRIVADA;FINALIZADA
84341;28/03/2024;PRYRS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84219;28/03/2024;PTWLP;ACIDENTE;INDETERMINADO;JUNDIAÍ;SP;**NI;PRIVADA;ATIVA
84129;28/03/2024;PTMXO;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84122;28/03/2024;PRFIR;INCIDENTE;COLISÃO COM AVE;CURITIBA;PR;SBBI;PRIVADA;FINALIZADA
84102;28/03/2024;PRGUR;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84099;28/03/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;CAMPO GRANDE;MS;SBCG;***;FINALIZADA
84097;28/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;***;FINALIZADA
84096;28/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BAYEUX;PB;SBJP;***;FINALIZADA
84080;28/03/2024;PRSLI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84316;27/03/2024;PRAYZ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84312;27/03/2024;PRXBR;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
84143;27/03/2024;PRRPL;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
84126;27/03/2024;PRGOR;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84125;27/03/2024;PSGPI;INCIDENTE;COLISÃO COM AVE;MARABÁ;PA;SBMA;REGULAR;FINALIZADA
84124;27/03/2024;PRAKC;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84123;27/03/2024;PSVPA;INCIDENTE;COLISÃO COM AVE;PRESIDENTE PRUDENTE;SP;SBDN;REGULAR;FINALIZADA
84101;27/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;***;FINALIZADA
84098;27/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;***;FINALIZADA
84095;27/03/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;BAYEUX;PB;SBJP;***;FINALIZADA
84094;27/03/2024;BRXXX2;INCIDENTE;COLISÃO COM FAUNA;GOIÂNIA;GO;SBGO;***;FINALIZADA
84092;27/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;JUAZEIRO DO NORTE;CE;SBJU;***;FINALIZADA
84084;27/03/2024;PPWSA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84081;27/03/2024;PPWSA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84079;27/03/2024;PRSDF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84076;27/03/2024;PRTYA;INCIDENTE;COLISÃO COM AVE;SÃO LUÍS;MA;SBSL;REGULAR;FINALIZADA
84065;27/03/2024;PRAYZ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84064;27/03/2024;PPBLH;ACIDENTE;PERDA DE CONTROLE NO SOLO;PARÁ DE MINAS;MG;SNPA;PRIVADA;ATIVA
84121;26/03/2024;PRYXT;INCIDENTE;COLISÃO COM AVE;CAMPINA GRANDE;PB;SBKG;REGULAR;FINALIZADA
84091;26/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;TERESINA;PI;SBTE;***;FINALIZADA
84088;26/03/2024;PRYSA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
84087;26/03/2024;PRAKF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;***;REGULAR;FINALIZADA
84078;26/03/2024;PTTMB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
84068;26/03/2024;PRMYC;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
84067;26/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;IMPERATRIZ;MA;SBIZ;***;FINALIZADA
84066;26/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;***;FINALIZADA
84041;26/03/2024;PRYJA;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
84039;26/03/2024;PRGGL;INCIDENTE;COLISÃO COM AVE;TERESINA;PI;SBTE;REGULAR;FINALIZADA
84144;25/03/2024;PRATA;INCIDENTE;OUTROS;EIRUNEPÉ;AM;SWEI;TÁXI AÉREO;FINALIZADA
84119;25/03/2024;PRYSH;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
84093;25/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;***;FINALIZADA
84090;25/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SANTARÉM;PA;SBSN;***;FINALIZADA
84074;25/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;SÃO GONÇALO DO AMARANTE;RN;SBSG;***;FINALIZADA
84069;25/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;NAVEGANTES;SC;SBNF;***;FINALIZADA
84058;25/03/2024;PRABB;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
84050;25/03/2024;PTTMB;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
84043;25/03/2024;PRGXV;INCIDENTE;COLISÃO COM AVE;VITÓRIA;ES;SBVT;REGULAR;FINALIZADA
84042;25/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;***;FINALIZADA
84040;25/03/2024;PRGUV;INCIDENTE;COLISÃO COM AVE;CAMPINA GRANDE;PB;SBKG;REGULAR;FINALIZADA
84013;25/03/2024;PRAXS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VÁRZEA GRANDE;MT;SBCY;REGULAR;FINALIZADA
84304;24/03/2024;PSAEE;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
84120;24/03/2024;PSAEC;INCIDENTE;COLISÃO COM AVE;PARAUAPEBAS;PA;SBCJ;REGULAR;FINALIZADA
84110;24/03/2024;PTXPC;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
84109;24/03/2024;PRGTH;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
84108;24/03/2024;PRAXC;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
84103;24/03/2024;PRGGQ;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
84073;24/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;***;FINALIZADA
84060;24/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;***;FINALIZADA
84057;24/03/2024;PRTYH;INCIDENTE;COLISÃO COM AVE;UBERLÂNDIA;MG;SBUL;REGULAR;FINALIZADA
84054;24/03/2024;PRGUI;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84048;24/03/2024;PRGUU;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
84047;24/03/2024;PRTYL;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
84038;24/03/2024;PRGXL;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
83996;24/03/2024;PUOSG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELÉM;PA;SBBE;EXPERIMENTAL;FINALIZADA
84082;23/03/2024;PRAGA;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE, PERDA DE CONTROLE EM VOO;LUCAS DO RIO VERDE;MT;***;AGRÍCOLA;ATIVA
84077;23/03/2024;PRTKK;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
84072;23/03/2024;PRAUJ;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
84059;23/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;IMPERATRIZ;MA;SBIZ;***;FINALIZADA
84056;23/03/2024;BRXXX2;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;***;FINALIZADA
84055;23/03/2024;PRGXX;INCIDENTE;COLISÃO COM AVE;PORTO SEGURO;BA;SBPS;REGULAR;FINALIZADA
