N° ocorrência;Data;Matrícula;Classificação;Tipo;Localidade;UF;Aeródromo;Operação;Status
77315;19/11/2017;PRAZI;INCIDENTE;***;RIO DE JANEIRO;RJ;***;REGULAR;FINALIZADA
77314;19/11/2017;PRONR;INCIDENTE;***;RIO DE JANEIRO;RJ;***;REGULAR;FINALIZADA
77323;18/11/2017;PRNJT;INCIDENTE;***;VITÓRIA;ES;SBVT;PRIVADA;FINALIZADA
77322;18/11/2017;PRARV;ACIDENTE;OUTROS;ARANDU;SP;***;PRIVADA;FINALIZADA
77320;18/11/2017;PRGXW;INCIDENTE GRAVE;EXCURSÃO DE PISTA;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
77324;17/11/2017;PTDNY;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;SANTARÉM;PA;SNCJ;PRIVADA;FINALIZADA
77327;16/11/2017;PPBJP;INCIDENTE;***;BOM JESUS;RN;***;AGRÍCOLA;FINALIZADA
77331;15/11/2017;PTLKP;INCIDENTE GRAVE;***;NOVA XAVANTINA;MT;***;PRIVADA;NULL
77329;15/11/2017;PTKOB;INCIDENTE;***;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
77333;14/11/2017;PRAAV;ACIDENTE;PERDA DE CONTROLE EM VOO;ITÁPOLIS;SP;***;INSTRUÇÃO;FINALIZADA
77338;13/11/2017;PRCRS;INCIDENTE;***;FLORESTÓPOLIS;PR;***;PRIVADA;FINALIZADA
77337;13/11/2017;PREGD;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;JOÃO PESSOA;PB;SNJO;PRIVADA;FINALIZADA
77352;11/11/2017;PRWGO;INCIDENTE;***;MONTES CLAROS;MG;SBMK;PRIVADA;FINALIZADA
77351;11/11/2017;PTVTW;ACIDENTE;EXCURSÃO DE PISTA;RESTINGA SECA;RS;***;AGRÍCOLA;FINALIZADA
77349;11/11/2017;PTOIY;ACIDENTE;CONTATO ANORMAL COM A PISTA;JI-PARANÁ;RO;SBJI;PRIVADA;FINALIZADA
77348;11/11/2017;PTXPA;INCIDENTE;***;RIO BRANCO;AC;SBRB;REGULAR;FINALIZADA
77345;11/11/2017;PUWRG;ACIDENTE;***;IGARASSU;PE;***;EXPERIMENTAL;NULL
77354;10/11/2017;N154KQ;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GOIÁS;GO;***;PRIVADA;FINALIZADA
77353;10/11/2017;PPENM;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;ORÓS;CE;***;POLICIAL;FINALIZADA
77357;09/11/2017;PTVKD;INCIDENTE;***;SALVADOR;BA;SBSV;TÁXI AÉREO;FINALIZADA
77360;07/11/2017;PRJNY;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;BOA VISTA DA APARECIDA;PR;***;PRIVADA;FINALIZADA
77364;06/11/2017;PRCOB;INCIDENTE;***;MONTES CLAROS;MG;SBMK;POLICIAL;FINALIZADA
77368;05/11/2017;PRMCK;INCIDENTE;***;MARINGÁ;PR;SBMG;PRIVADA;FINALIZADA
77375;02/11/2017;PUFLD;INCIDENTE GRAVE;***;MOSTARDAS;RS;***;PRIVADA;NULL
77371;02/11/2017;PTEVH;ACIDENTE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CANUTAMA;AM;SDKH;TÁXI AÉREO;FINALIZADA
77378;31/10/2017;PRIVI;INCIDENTE GRAVE;EXCURSÃO DE PISTA;JUIZ DE FORA;MG;SBJF;PRIVADA;FINALIZADA
77377;31/10/2017;PTLNO;INCIDENTE;***;VITÓRIA;ES;SBVT;PRIVADA;FINALIZADA
77388;29/10/2017;PRNAN;INCIDENTE;***;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
77386;29/10/2017;PUXXX9;ACIDENTE;***;BARÃO;RS;***;EXPERIMENTAL;NULL
77391;28/10/2017;PTICY;ACIDENTE;EXCURSÃO DE PISTA;ALTO PARAÍSO DE GOIÁS;GO;SDXF;POLICIAL;FINALIZADA
77395;26/10/2017;PRONJ;INCIDENTE;***;RIO DE JANEIRO;RJ;***;REGULAR;FINALIZADA
77394;26/10/2017;PTVUZ;INCIDENTE;***;ENTRE-IJUÍS;RS;***;AGRÍCOLA;FINALIZADA
77401;24/10/2017;PTKLG;INCIDENTE;***;LONDRINA;PR;SSOK;PRIVADA;FINALIZADA
77399;24/10/2017;PTBKR;INCIDENTE;***;LONDRINA;PR;SBLO;INSTRUÇÃO;FINALIZADA
77398;24/10/2017;PRRBA;ACIDENTE;INDETERMINADO;ALTAMIRA;PA;***;AGRÍCOLA;FINALIZADA
77404;23/10/2017;PUFFC;INCIDENTE GRAVE;***;PORTO ALEGRE;RS;***;EXPERIMENTAL;NULL
77402;23/10/2017;PPCHB;INCIDENTE;***;BELO HORIZONTE;MG;SBBH;INSTRUÇÃO;FINALIZADA
77407;22/10/2017;PTORU;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;ITAITUBA;PA;SBIH;PRIVADA;FINALIZADA
77410;21/10/2017;PUXXX11;ACIDENTE;***;RIO NEGRINHO;SC;***;EXPERIMENTAL;NULL
77414;20/10/2017;PRTTW;INCIDENTE;***;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
77413;20/10/2017;PRLTL;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;PONTA PORÃ;MS;SWGC;PRIVADA;FINALIZADA
77421;18/10/2017;PRSMF;INCIDENTE;***;BELO HORIZONTE;MG;SBBH;PRIVADA;FINALIZADA
77424;17/10/2017;PRMPE;ACIDENTE;OUTROS;NOVO AIRÃO;AM;***;PRIVADA;FINALIZADA
77429;16/10/2017;PUNRY;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BONFIM;RR;***;EXPERIMENTAL;NULL
77431;15/10/2017;PPNPC;INCIDENTE GRAVE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MARINGÁ;PR;SBMG;PRIVADA;FINALIZADA
77441;12/10/2017;PTJVL;ACIDENTE;EXCURSÃO DE PISTA;ATIBAIA;SP;SDTB;PRIVADA;FINALIZADA
77439;12/10/2017;PRXLX;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE EM VOO;CAMPINAS;SP;SDAM;PRIVADA;FINALIZADA
77438;12/10/2017;PTMUH;INCIDENTE;***;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
77437;12/10/2017;PRGPF;INCIDENTE;***;PORTO SEGURO;BA;SBPS;PRIVADA;FINALIZADA
77449;11/10/2017;PTOLZ;INCIDENTE;***;LONDRINA;PR;SBLO;PRIVADA;FINALIZADA
77447;11/10/2017;PTLSC;ACIDENTE;PERDA DE CONTROLE EM VOO;ITAITUBA;PA;***;PRIVADA;FINALIZADA
77446;11/10/2017;PRSSK;INCIDENTE;***;SÃO PAULO;SP;SBSP;TÁXI AÉREO;FINALIZADA
77450;10/10/2017;PTGOC;ACIDENTE;PERDA DE CONTROLE EM VOO;LUCAS DO RIO VERDE;MT;SWSL;PRIVADA;FINALIZADA
77452;09/10/2017;PTDDB;ACIDENTE;COMBUSTÍVEL;SÃO JOSÉ DO RIO PRETO;SP;***;PRIVADA;FINALIZADA
77454;07/10/2017;PPGEM;ACIDENTE;PERDA DE CONTROLE NO SOLO;SÃO JOSÉ DOS CAMPOS;SP;SBSJ;INSTRUÇÃO;FINALIZADA
77470;01/10/2017;PTWLE;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;FORMOSA;GO;SWFR;PRIVADA;FINALIZADA
77475;30/09/2017;PTKAM;ACIDENTE;INDETERMINADO;BELTERRA;PA;***;PRIVADA;FINALIZADA
77474;30/09/2017;PTSNC;ACIDENTE;OUTROS;SÃO LUÍS DE MONTES BELOS;GO;***;PRIVADA;FINALIZADA
77483;27/09/2017;PTOTG;INCIDENTE;***;BRAGANÇA PAULISTA;SP;SBBP;PRIVADA;FINALIZADA
77487;26/09/2017;PPFGQ;ACIDENTE;PERDA DE CONTROLE NO SOLO;CURITIBA;PR;SBBI;INSTRUÇÃO;FINALIZADA
77494;24/09/2017;PREJJ;INCIDENTE;***;ARARAQUARA;SP;SBAQ;INSTRUÇÃO;FINALIZADA
77492;24/09/2017;PPBRV;INCIDENTE;***;VITÓRIA;ES;SBVT;NÃO REGULAR;FINALIZADA
77495;23/09/2017;PTEOS;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FEIJÓ;AC;***;TÁXI AÉREO;FINALIZADA
77498;22/09/2017;PPBVA, PRPIN;INCIDENTE;***;SÃO PAULO;SP;SIBH;PRIVADA;FINALIZADA
77503;21/09/2017;PRLLE;INCIDENTE;***;PATOS DE MINAS;MG;SNPD;PRIVADA;FINALIZADA
77502;21/09/2017;PTWHE;INCIDENTE GRAVE;EXCURSÃO DE PISTA;MUCURI;BA;SNMU;TÁXI AÉREO;FINALIZADA
77501;21/09/2017;PTEUX;INCIDENTE;***;GUARULHOS;SP;SBGR;TÁXI AÉREO;FINALIZADA
77500;21/09/2017;PRZHW;ACIDENTE;***, EXCURSÃO DE PISTA;SANTO ANTÔNIO DO LEVERGER;MT;SWLV;PRIVADA;NULL
77507;20/09/2017;PREPA;INCIDENTE;***;CURITIBA;PR;SBBI;INSTRUÇÃO;FINALIZADA
77505;20/09/2017;PTRHM;ACIDENTE;EXCURSÃO DE PISTA;NOVO HAMBURGO;RS;SSNH;PRIVADA;FINALIZADA
77504;20/09/2017;PTYAP;INCIDENTE;***;BELO HORIZONTE;MG;SBPR;POLICIAL;FINALIZADA
77510;19/09/2017;PRCCM;INCIDENTE;***;BELO HORIZONTE;MG;SBBH;PRIVADA;FINALIZADA
77513;18/09/2017;PRTTP;INCIDENTE;***;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
77515;17/09/2017;PRGIU;INCIDENTE;***;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
77524;15/09/2017;PPFXH;INCIDENTE;***;LONDRINA;PR;SBLO;INSTRUÇÃO;FINALIZADA
77522;15/09/2017;PTJPW;ACIDENTE;INDETERMINADO;CARACARAÍ;RR;***;TÁXI AÉREO;FINALIZADA
77521;15/09/2017;PTWXX;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA;CATALÃO;GO;SWKT;PRIVADA;FINALIZADA
77537;11/09/2017;PPBSV;INCIDENTE;***;JOINVILLE;SC;SBJV;PRIVADA;FINALIZADA
77536;11/09/2017;PREGT;INCIDENTE;***;SÃO JOSÉ DOS CAMPOS;SP;SBSJ;PRIVADA;FINALIZADA
77535;11/09/2017;PPNIK;INCIDENTE;***;SÃO JOSÉ DOS CAMPOS;SP;SBSJ;PRIVADA;FINALIZADA
77542;09/09/2017;PPXUV;ACIDENTE;***;PETROLINA;PE;SBPL;EXPERIMENTAL;NULL
77552;08/09/2017;PPCIS;INCIDENTE;***;MARITUBA;PA;SNYP;PRIVADA;FINALIZADA
77550;08/09/2017;PTKLG;INCIDENTE;***;LONDRINA;PR;***;INSTRUÇÃO;FINALIZADA
77544;08/09/2017;PTNRR;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SÃO SEBASTIÃO DA BOA VISTA;PA;***;TÁXI AÉREO;FINALIZADA
77556;07/09/2017;PRAZC;INCIDENTE;***;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
77554;07/09/2017;PTKKK;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SANTARÉM;PA;***;PRIVADA;FINALIZADA
77553;07/09/2017;PTLQA;INCIDENTE;***;BELO HORIZONTE;MG;SBBH;PRIVADA;FINALIZADA
77565;06/09/2017;PTNTO;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA;VÁRZEA GRANDE;MT;SBCY;PRIVADA;FINALIZADA
77562;06/09/2017;PRRSP;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PERDIZES;MG;***;AGRÍCOLA;FINALIZADA
77569;05/09/2017;PTRPV;INCIDENTE;***;ARAPONGAS;PR;***;PRIVADA;FINALIZADA
77568;05/09/2017;PTNVH;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PEDRALVA;MG;***;PRIVADA;FINALIZADA
77573;03/09/2017;PPMLN;INCIDENTE;***;GOIÂNIA;GO;SBGO;PRIVADA;FINALIZADA
77572;03/09/2017;PUAAK;ACIDENTE;***;ITAÍ;SP;SDEE;EXPERIMENTAL;NULL
77571;03/09/2017;PPGOB;INCIDENTE;***;GOIÂNIA;GO;SBGO;INSTRUÇÃO;FINALIZADA
80387;02/09/2017;PUMSO;ACIDENTE;INDETERMINADO;GETÚLIO VARGAS;RS;SWGL;PRIVADA;FINALIZADA
77576;02/09/2017;PRZRR;ACIDENTE;***;SÃO FRANCISCO DE SALES;MG;***;EXPERIMENTAL;NULL
77575;02/09/2017;PTRUF;INCIDENTE;***;JUARA;MT;***;PRIVADA;FINALIZADA
78822;01/09/2017;PRSDM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;NÃO REGULAR;FINALIZADA
77581;31/08/2017;PTKOL;INCIDENTE GRAVE;COMBUSTÍVEL;MONTES CLAROS;MG;***;INSTRUÇÃO;FINALIZADA
77580;31/08/2017;PTWYT;INCIDENTE;***;LENÇÓIS;BA;SBLE;TÁXI AÉREO;FINALIZADA
77587;29/08/2017;PROCQ;INCIDENTE;***;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
77586;29/08/2017;PUFJP;INCIDENTE;***, EXCURSÃO DE PISTA;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
77595;27/08/2017;PUFHL;INCIDENTE GRAVE;***;VILA VELHA;ES;***;EXPERIMENTAL;NULL
77594;27/08/2017;PPGEV;INCIDENTE;***;UBERLÂNDIA;MG;SBUL;INSTRUÇÃO;FINALIZADA
77602;22/08/2017;PTLDV;ACIDENTE;EXCURSÃO DE PISTA;MANAUS;AM;SWFN;PRIVADA;FINALIZADA
77603;21/08/2017;SABYA;INCIDENTE;***;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
78816;20/08/2017;PTJLH;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA;CUIABÁ;MT;SBCY;PRIVADA;FINALIZADA
78800;20/08/2017;PUGAT;ACIDENTE;PERDA DE CONTROLE EM VOO;PALMAS;TO;SDNB;PRIVADA;FINALIZADA
67163;20/08/2017;N723AN;INCIDENTE;***;SÃO PAULO;SP;SBGR;***;FINALIZADA
67158;17/08/2017;PRAXA;INCIDENTE;***;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
67152;17/08/2017;PTKUK;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPOS DOS GOYTACAZES;RJ;***;ESPECIALIZADA;FINALIZADA
67159;16/08/2017;PTGKO;INCIDENTE;***;VITÓRIA DA CONQUISTA;BA;SBVC;TÁXI AÉREO;FINALIZADA
78820;12/08/2017;PRPPG;INCIDENTE;OUTROS;CAMPINAS;SP;SDAM;PRIVADA;FINALIZADA
67137;12/08/2017;PUMON;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;LUZIÂNIA;GO;SWUZ;PRIVADA;FINALIZADA
78821;11/08/2017;N975AV;INCIDENTE;OPERAÇÕES NO SOLO;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
67140;11/08/2017;PRSAC;INCIDENTE;***;RIO BRANCO;AC;SBRB;TÁXI AÉREO;FINALIZADA
67155;10/08/2017;PRAZF;INCIDENTE;COLISÃO COM AVE;CUIABÁ;MT;SBCY;REGULAR;FINALIZADA
67136;08/08/2017;PTRNL;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;OURILÂNDIA DO NORTE;PA;SDOW;TÁXI AÉREO;FINALIZADA
67127;08/08/2017;PRONZ;INCIDENTE;***;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
67118;08/08/2017;PRHAC;ACIDENTE;CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA;TEÓFILO OTONI;MG;SNTO;POLICIAL;FINALIZADA
67114;06/08/2017;PTRPU;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BOCA DO ACRE;AM;SWNK;PRIVADA;FINALIZADA
67101;05/08/2017;N483CJ;INCIDENTE;***;FOZ DO IGUAÇU;PR;SBFI;PRIVADA;FINALIZADA
67121;04/08/2017;PRBEM;INCIDENTE;***;FORMOSA;GO;SWFR;PRIVADA;FINALIZADA
67119;03/08/2017;PRVBM;INCIDENTE;***;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
67096;03/08/2017;PROSB;INCIDENTE;***;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
67098;02/08/2017;PTWCO;INCIDENTE GRAVE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;JUNDIAÍ;SP;SBJD;PRIVADA;FINALIZADA
67100;01/08/2017;PTWYD;ACIDENTE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SANTANA DO ARAGUAIA;PA;***;PRIVADA;FINALIZADA
67086;01/08/2017;PRMHA;INCIDENTE;***;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
67077;01/08/2017;PRAVD;INCIDENTE;***;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
67129;30/07/2017;PTOEY;INCIDENTE;***;NOVO PROGRESSO;PA;***;PRIVADA;FINALIZADA
67068;30/07/2017;PPZLG;ACIDENTE;***;IPERÓ;SP;***;EXPERIMENTAL;NULL
67075;28/07/2017;PRZDJ;INCIDENTE GRAVE;***;VENÂNCIO AIRES;RS;***;PRIVADA;NULL
67066;27/07/2017;PTIYB;ACIDENTE;EXCURSÃO DE PISTA;COTIA;SP;SDNI;PRIVADA;FINALIZADA
67078;26/07/2017;PRONR;INCIDENTE;***;CURITIBA;PR;SBCT;REGULAR;FINALIZADA
67053;25/07/2017;PRUST;INCIDENTE;***;FORTALEZA;CE;SBFZ;PRIVADA;FINALIZADA
67048;25/07/2017;PRDRY;INCIDENTE;***;CAMPINAS;SP;SBKP;PRIVADA;FINALIZADA
67139;24/07/2017;PPGOB;INCIDENTE;***;GOIÂNIA;GO;SBGO;INSTRUÇÃO;FINALIZADA
67055;24/07/2017;PRAXF;INCIDENTE;***;LONDRINA;PR;SBLO;REGULAR;FINALIZADA
67054;24/07/2017;PPXCE;ACIDENTE;***;PARÁ DE MINAS;MG;SNPA;PRIVADA;NULL
67040;21/07/2017;PTLKX;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FRANCISCO BELTRÃO;PR;SSFB;PRIVADA;FINALIZADA
67038;21/07/2017;PRBAR;INCIDENTE;***;RIO DE JANEIRO;RJ;***;TÁXI AÉREO;FINALIZADA
67058;20/07/2017;PRPRF;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SANTO ANTÔNIO DO LEVERGER;MT;APUA;PRIVADA;FINALIZADA
67142;19/07/2017;PRAVC;INCIDENTE GRAVE;VOO CONTROLADO CONTRA O TERRENO;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
67034;19/07/2017;PROBI;INCIDENTE;***;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
67028;17/07/2017;PRATU;INCIDENTE;***;CONFINS;MG;SBCF;REGULAR;FINALIZADA
67022;17/07/2017;PRBGT;INCIDENTE;***;CABO FRIO;RJ;***;NÃO REGULAR;FINALIZADA
67011;17/07/2017;PTOPT;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;PONTA GROSSA;PR;SBPG;INSTRUÇÃO;FINALIZADA
67008;17/07/2017;PRONW;INCIDENTE;***;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
67047;16/07/2017;PRMAP;INCIDENTE;***;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
67005;15/07/2017;PPJRC;INCIDENTE;***;CURITIBA;PR;SBBI;PRIVADA;FINALIZADA
67003;13/07/2017;PRFLE;INCIDENTE;***;FLORIANÓPOLIS;SC;SBFL;INSTRUÇÃO;FINALIZADA
66987;11/07/2017;PTAOM;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BARRETOS;SP;***;AGRÍCOLA;FINALIZADA
66980;11/07/2017;PRTTO;INCIDENTE;***;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
66977;10/07/2017;PTDQQ;INCIDENTE GRAVE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;LAGES;SC;SBLJ;PRIVADA;FINALIZADA
78823;09/07/2017;PTOKI;INCIDENTE;CONTATO ANORMAL COM A PISTA;CORUMBÁ;MS;**NI;PRIVADA;FINALIZADA
66989;09/07/2017;PTDYZ;INCIDENTE;***;CURITIBA;PR;SBBI;INSTRUÇÃO;FINALIZADA
66974;09/07/2017;PTMET;INCIDENTE;***;TEFÉ;AM;SBTF;TÁXI AÉREO;FINALIZADA
66973;09/07/2017;PPNCG;INCIDENTE;***;SÃO PAULO;SP;SBGR;PRIVADA;FINALIZADA
66972;09/07/2017;PTZPN;ACIDENTE;***, EXCURSÃO DE PISTA;CAMPO MOURÃO;PR;SSKM;PRIVADA;NULL
66970;09/07/2017;PTNRK;INCIDENTE;***;COROATÁ;MA;***;TÁXI AÉREO;FINALIZADA
66979;08/07/2017;PPIVG;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPO NOVO DO PARECIS;MT;***;PRIVADA;FINALIZADA
66988;07/07/2017;PRFFD;INCIDENTE;***;JOINVILLE;SC;SBJV;INSTRUÇÃO;FINALIZADA
66971;05/07/2017;PPJMB;ACIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;***;PRIVADA;FINALIZADA
66962;04/07/2017;PTWBP;ACIDENTE;EXCURSÃO DE PISTA;UBATUBA;SP;SDUB;PRIVADA;FINALIZADA
